,"('BOOM', (0, 0))","('MOVE', 1, (0, 0), (0, 1))","('MOVE', 1, (0, 0), (1, 0))","('BOOM', (1, 0))","('MOVE', 1, (1, 0), (1, 1))","('MOVE', 1, (1, 0), (2, 0))","('MOVE', 1, (1, 0), (0, 0))","('BOOM', (0, 1))","('MOVE', 1, (0, 1), (0, 2))","('MOVE', 1, (0, 1), (0, 0))","('MOVE', 1, (0, 1), (1, 1))","('BOOM', (1, 1))","('MOVE', 1, (1, 1), (1, 2))","('MOVE', 1, (1, 1), (1, 0))","('MOVE', 1, (1, 1), (2, 1))","('MOVE', 1, (1, 1), (0, 1))","('BOOM', (3, 0))","('MOVE', 1, (3, 0), (3, 1))","('MOVE', 1, (3, 0), (4, 0))","('MOVE', 1, (3, 0), (2, 0))","('BOOM', (4, 0))","('MOVE', 1, (4, 0), (4, 1))","('MOVE', 1, (4, 0), (5, 0))","('MOVE', 1, (4, 0), (3, 0))","('BOOM', (3, 1))","('MOVE', 1, (3, 1), (3, 2))","('MOVE', 1, (3, 1), (3, 0))","('MOVE', 1, (3, 1), (4, 1))","('MOVE', 1, (3, 1), (2, 1))","('BOOM', (4, 1))","('MOVE', 1, (4, 1), (4, 2))","('MOVE', 1, (4, 1), (4, 0))","('MOVE', 1, (4, 1), (5, 1))","('MOVE', 1, (4, 1), (3, 1))","('BOOM', (6, 0))","('MOVE', 1, (6, 0), (6, 1))","('MOVE', 1, (6, 0), (7, 0))","('MOVE', 1, (6, 0), (5, 0))","('BOOM', (7, 0))","('MOVE', 1, (7, 0), (7, 1))","('MOVE', 1, (7, 0), (6, 0))","('BOOM', (6, 1))","('MOVE', 1, (6, 1), (6, 2))","('MOVE', 1, (6, 1), (6, 0))","('MOVE', 1, (6, 1), (7, 1))","('MOVE', 1, (6, 1), (5, 1))","('BOOM', (7, 1))","('MOVE', 1, (7, 1), (7, 2))","('MOVE', 1, (7, 1), (7, 0))","('MOVE', 1, (7, 1), (6, 1))","('MOVE', 2, (6, 1), (6, 2))","('MOVE', 2, (6, 1), (6, 0))","('MOVE', 2, (6, 1), (7, 1))","('MOVE', 2, (6, 1), (5, 1))","('MOVE', 1, (6, 1), (6, 3))","('MOVE', 2, (6, 1), (6, 3))","('MOVE', 1, (6, 1), (4, 1))","('MOVE', 2, (6, 1), (4, 1))","('BOOM', (4, 2))","('MOVE', 1, (4, 2), (4, 3))","('MOVE', 1, (4, 2), (4, 1))","('MOVE', 1, (4, 2), (5, 2))","('MOVE', 1, (4, 2), (3, 2))","('MOVE', 2, (1, 0), (1, 1))","('MOVE', 2, (1, 0), (2, 0))","('MOVE', 2, (1, 0), (0, 0))","('MOVE', 1, (1, 0), (1, 2))","('MOVE', 2, (1, 0), (1, 2))","('MOVE', 1, (1, 0), (3, 0))","('MOVE', 2, (1, 0), (3, 0))","('MOVE', 2, (7, 1), (7, 2))","('MOVE', 2, (7, 1), (7, 0))","('MOVE', 2, (7, 1), (6, 1))","('MOVE', 1, (7, 1), (7, 3))","('MOVE', 2, (7, 1), (7, 3))","('MOVE', 1, (7, 1), (5, 1))","('MOVE', 2, (7, 1), (5, 1))","('BOOM', (6, 2))","('MOVE', 1, (6, 2), (6, 3))","('MOVE', 1, (6, 2), (6, 1))","('MOVE', 1, (6, 2), (7, 2))","('MOVE', 1, (6, 2), (5, 2))","('MOVE', 2, (7, 0), (7, 1))","('MOVE', 2, (7, 0), (6, 0))","('MOVE', 1, (7, 0), (7, 2))","('MOVE', 2, (7, 0), (7, 2))","('MOVE', 1, (7, 0), (5, 0))","('MOVE', 2, (7, 0), (5, 0))","('BOOM', (2, 1))","('MOVE', 1, (2, 1), (2, 2))","('MOVE', 1, (2, 1), (2, 0))","('MOVE', 1, (2, 1), (3, 1))","('MOVE', 1, (2, 1), (1, 1))","('BOOM', (7, 2))","('MOVE', 1, (7, 2), (7, 3))","('MOVE', 1, (7, 2), (7, 1))","('MOVE', 1, (7, 2), (6, 2))","('MOVE', 2, (6, 0), (6, 1))","('MOVE', 2, (6, 0), (7, 0))","('MOVE', 2, (6, 0), (5, 0))","('MOVE', 1, (6, 0), (6, 2))","('MOVE', 2, (6, 0), (6, 2))","('MOVE', 1, (6, 0), (4, 0))","('MOVE', 2, (6, 0), (4, 0))","('MOVE', 2, (0, 0), (0, 1))","('MOVE', 2, (0, 0), (1, 0))","('MOVE', 1, (0, 0), (0, 2))","('MOVE', 2, (0, 0), (0, 2))","('MOVE', 1, (0, 0), (2, 0))","('MOVE', 2, (0, 0), (2, 0))","('MOVE', 2, (4, 0), (4, 1))","('MOVE', 2, (4, 0), (5, 0))","('MOVE', 2, (4, 0), (3, 0))","('MOVE', 1, (4, 0), (4, 2))","('MOVE', 2, (4, 0), (4, 2))","('MOVE', 1, (4, 0), (6, 0))","('MOVE', 2, (4, 0), (6, 0))","('MOVE', 1, (4, 0), (2, 0))","('MOVE', 2, (4, 0), (2, 0))","('MOVE', 2, (7, 2), (7, 3))","('MOVE', 2, (7, 2), (7, 1))","('MOVE', 2, (7, 2), (6, 2))","('MOVE', 1, (7, 2), (7, 4))","('MOVE', 2, (7, 2), (7, 4))","('MOVE', 1, (7, 2), (7, 0))","('MOVE', 2, (7, 2), (7, 0))","('MOVE', 1, (7, 2), (5, 2))","('MOVE', 2, (7, 2), (5, 2))","('MOVE', 2, (4, 1), (4, 2))","('MOVE', 2, (4, 1), (4, 0))","('MOVE', 2, (4, 1), (5, 1))","('MOVE', 2, (4, 1), (3, 1))","('MOVE', 1, (4, 1), (4, 3))","('MOVE', 2, (4, 1), (4, 3))","('MOVE', 1, (4, 1), (6, 1))","('MOVE', 2, (4, 1), (6, 1))","('MOVE', 1, (4, 1), (2, 1))","('MOVE', 2, (4, 1), (2, 1))","('BOOM', (5, 0))","('MOVE', 1, (5, 0), (5, 1))","('MOVE', 1, (5, 0), (6, 0))","('MOVE', 1, (5, 0), (4, 0))","('BOOM', (1, 2))","('MOVE', 1, (1, 2), (1, 3))","('MOVE', 1, (1, 2), (1, 1))","('MOVE', 1, (1, 2), (2, 2))","('MOVE', 1, (1, 2), (0, 2))","('BOOM', (5, 1))","('MOVE', 1, (5, 1), (5, 2))","('MOVE', 2, (5, 1), (5, 2))","('MOVE', 1, (5, 1), (5, 0))","('MOVE', 2, (5, 1), (5, 0))","('MOVE', 1, (5, 1), (6, 1))","('MOVE', 2, (5, 1), (6, 1))","('MOVE', 1, (5, 1), (4, 1))","('MOVE', 2, (5, 1), (4, 1))","('MOVE', 1, (5, 1), (5, 3))","('MOVE', 2, (5, 1), (5, 3))","('MOVE', 1, (5, 1), (7, 1))","('MOVE', 2, (5, 1), (7, 1))","('MOVE', 1, (5, 1), (3, 1))","('MOVE', 2, (5, 1), (3, 1))","('MOVE', 2, (3, 1), (3, 2))","('MOVE', 2, (3, 1), (3, 0))","('MOVE', 2, (3, 1), (4, 1))","('MOVE', 2, (3, 1), (2, 1))","('MOVE', 1, (3, 1), (3, 3))","('MOVE', 2, (3, 1), (3, 3))","('MOVE', 1, (3, 1), (5, 1))","('MOVE', 2, (3, 1), (5, 1))","('MOVE', 1, (3, 1), (1, 1))","('MOVE', 2, (3, 1), (1, 1))","('MOVE', 2, (1, 2), (1, 3))","('MOVE', 2, (1, 2), (1, 1))","('MOVE', 2, (1, 2), (2, 2))","('MOVE', 2, (1, 2), (0, 2))","('MOVE', 1, (1, 2), (1, 4))","('MOVE', 2, (1, 2), (1, 4))","('MOVE', 1, (1, 2), (1, 0))","('MOVE', 2, (1, 2), (1, 0))","('MOVE', 1, (1, 2), (3, 2))","('MOVE', 2, (1, 2), (3, 2))","('BOOM', (2, 0))","('MOVE', 1, (2, 0), (2, 1))","('MOVE', 1, (2, 0), (3, 0))","('MOVE', 1, (2, 0), (1, 0))","('BOOM', (7, 3))","('MOVE', 1, (7, 3), (7, 4))","('MOVE', 1, (7, 3), (7, 2))","('MOVE', 1, (7, 3), (6, 3))","('MOVE', 3, (6, 1), (6, 2))","('MOVE', 3, (6, 1), (6, 0))","('MOVE', 3, (6, 1), (7, 1))","('MOVE', 3, (6, 1), (5, 1))","('MOVE', 3, (6, 1), (6, 3))","('MOVE', 3, (6, 1), (4, 1))","('MOVE', 1, (6, 1), (6, 4))","('MOVE', 2, (6, 1), (6, 4))","('MOVE', 3, (6, 1), (6, 4))","('MOVE', 1, (6, 1), (3, 1))","('MOVE', 2, (6, 1), (3, 1))","('MOVE', 3, (6, 1), (3, 1))"
"[((0, 0), ⚪️1 (0, 0)), ((0, 1), ⚪️1 (0, 1)), ((0, 6), ⚫️1 (0, 6)), ((0, 7), ⚫️1 (0, 7)), ((1, 0), ⚪️1 (1, 0)), ((1, 1), ⚪️1 (1, 1)), ((1, 6), ⚫️1 (1, 6)), ((1, 7), ⚫️1 (1, 7)), ((3, 0), ⚪️1 (3, 0)), ((3, 1), ⚪️1 (3, 1)), ((3, 6), ⚫️1 (3, 6)), ((3, 7), ⚫️1 (3, 7)), ((4, 0), ⚪️1 (4, 0)), ((4, 1), ⚪️1 (4, 1)), ((4, 6), ⚫️1 (4, 6)), ((4, 7), ⚫️1 (4, 7)), ((6, 0), ⚪️1 (6, 0)), ((6, 1), ⚪️1 (6, 1)), ((6, 6), ⚫️1 (6, 6)), ((6, 7), ⚫️1 (6, 7)), ((7, 0), ⚪️1 (7, 0)), ((7, 1), ⚪️1 (7, 1)), ((7, 6), ⚫️1 (7, 6)), ((7, 7), ⚫️1 (7, 7))]",2.7328001059684106,0.0,0.0796,0.04100787598067069,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04036,0.0,0.0,0.04,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[((3, 0), ⚪️1 (3, 0)), ((3, 1), ⚪️1 (3, 1)), ((3, 6), ⚫️1 (3, 6)), ((3, 7), ⚫️1 (3, 7)), ((4, 0), ⚪️1 (4, 0)), ((4, 1), ⚪️1 (4, 1)), ((4, 6), ⚫️1 (4, 6)), ((4, 7), ⚫️1 (4, 7)), ((6, 0), ⚪️1 (6, 0)), ((6, 1), ⚪️1 (6, 1)), ((6, 6), ⚫️1 (6, 6)), ((6, 7), ⚫️1 (6, 7)), ((7, 0), ⚪️1 (7, 0)), ((7, 1), ⚪️1 (7, 1)), ((7, 6), ⚫️1 (7, 6)), ((7, 7), ⚫️1 (7, 7))]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.824949103355401,0.0,0.0,0.0,0.04036594632670202,0.0,0.0,0.0,0.04034507009724652,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0803164,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[((6, 0), ⚪️1 (6, 0)), ((6, 1), ⚪️1 (6, 1)), ((6, 6), ⚫️1 (6, 6)), ((6, 7), ⚫️1 (6, 7)), ((7, 0), ⚪️1 (7, 0)), ((7, 1), ⚪️1 (7, 1)), ((7, 6), ⚫️1 (7, 6)), ((7, 7), ⚫️1 (7, 7))]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.14788477343280898,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,-0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[((6, 6), ⚫️1 (6, 6)), ((6, 7), ⚫️1 (6, 7)), ((7, 6), ⚫️1 (7, 6)), ((7, 7), ⚫️1 (7, 7))]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[((6, 1), ⚪️2 (6, 1)), ((7, 0), ⚪️1 (7, 0)), ((7, 1), ⚪️1 (7, 1))]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[((3, 0), ⚪️1 (3, 0)), ((3, 1), ⚪️1 (3, 1)), ((4, 0), ⚪️1 (4, 0)), ((4, 2), ⚪️1 (4, 2)), ((6, 0), ⚪️1 (6, 0)), ((6, 1), ⚪️1 (6, 1)), ((6, 6), ⚫️1 (6, 6)), ((6, 7), ⚫️1 (6, 7)), ((7, 0), ⚪️1 (7, 0)), ((7, 1), ⚪️1 (7, 1)), ((7, 6), ⚫️1 (7, 6)), ((7, 7), ⚫️1 (7, 7))]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[((6, 0), ⚪️1 (6, 0)), ((6, 1), ⚪️1 (6, 1)), ((7, 0), ⚪️1 (7, 0)), ((7, 1), ⚪️1 (7, 1))]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[((3, 6), ⚫️1 (3, 6)), ((3, 7), ⚫️1 (3, 7)), ((4, 6), ⚫️2 (4, 6)), ((6, 0), ⚪️1 (6, 0)), ((6, 1), ⚪️1 (6, 1)), ((6, 6), ⚫️1 (6, 6)), ((6, 7), ⚫️1 (6, 7)), ((7, 0), ⚪️1 (7, 0)), ((7, 1), ⚪️1 (7, 1)), ((7, 6), ⚫️1 (7, 6)), ((7, 7), ⚫️1 (7, 7))]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.117164397996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[((3, 6), ⚫️1 (3, 6)), ((3, 7), ⚫️1 (3, 7)), ((4, 6), ⚫️2 (4, 6)), ((6, 6), ⚫️1 (6, 6)), ((6, 7), ⚫️1 (6, 7)), ((7, 6), ⚫️1 (7, 6)), ((7, 7), ⚫️1 (7, 7))]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
